,nb_link,nb_id,cell_no,source_x,Mike_label_readable,Ge_label_readable
1103,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1212287.ipynb,1212287,9,"['#average expenditure and kwh per household per month\n', '#groupby access type shown to verify grid type\n', ""household_mean = survey.groupby(['access_type'])[['PLN_expenditure_monthly','Ajau_kWh']].mean()\n"", 'household_mean.reset_index(inplace=True)\n', 'household_mean']",EXPLORE,WRANGLE
1506,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1215903.ipynb,1215903,15,"['from sklearn.linear_model import LogisticRegression\n', 'scores = cross_val_score(LogisticRegression(),\n', ""                         X_train, y_train, cv=10, scoring='roc_auc')\n"", 'print(scores.mean())']",MODEL,EVALUATE
1507,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1215903.ipynb,1215903,16,"['from sklearn.linear_model import LogisticRegressionCV\n', ""scores = cross_val_score(LogisticRegressionCV(scoring='roc_auc'), X_train, y_train, cv=10, scoring='roc_auc')\n"", 'print(scores.mean())']",MODEL,EVALUATE
1508,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1215903.ipynb,1215903,18,"['from imblearn.under_sampling import RandomUnderSampler\n', '\n', 'rus = RandomUnderSampler(replacement=False)\n', 'X_train_subsample, y_train_subsample = rus.fit_sample(X_train, y_train)\n', 'print(X_train.shape)\n', 'print(X_train_subsample.shape)\n', 'print(np.bincount(y_train_subsample))']",WRANGLE,MODEL
1509,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1215903.ipynb,1215903,19,"['from imblearn.pipeline import make_pipeline as make_imb_pipeline\n', '\n', 'undersample_pipe = make_imb_pipeline(RandomUnderSampler(), LogisticRegressionCV())\n', ""scores = cross_val_score(undersample_pipe, X_train, y_train, cv=10, scoring='roc_auc')\n"", 'print(np.mean(scores))']",MODEL,EVALUATE
1511,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1215903.ipynb,1215903,21,"['oversample_pipe = make_imb_pipeline(RandomOverSampler(), LogisticRegression())\n', ""scores = cross_val_score(oversample_pipe, X_train, y_train, cv=10, scoring='roc_auc')\n"", 'print(np.mean(scores))']",MODEL,EVALUATE
1513,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1215903.ipynb,1215903,23,"['from sklearn.ensemble import RandomForestClassifier\n', 'scores = cross_val_score(RandomForestClassifier(n_estimators=100),\n', ""                         X_train, y_train, cv=10, scoring='roc_auc')\n"", 'print(np.mean(scores))']",MODEL,EVALUATE
1514,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1215903.ipynb,1215903,24,"['undersample_pipe_rf = make_imb_pipeline(RandomUnderSampler(), RandomForestClassifier())\n', ""scores = cross_val_score(undersample_pipe_rf, X_train, y_train, cv=10, scoring='roc_auc')\n"", 'print(np.mean(scores))']",MODEL,EVALUATE
1515,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1215903.ipynb,1215903,25,"['oversample_pipe_rf = make_imb_pipeline(RandomOverSampler(), RandomForestClassifier())\n', ""scores = cross_val_score(oversample_pipe_rf, X_train, y_train, cv=10, scoring='roc_auc')\n"", 'print(np.mean(scores))']",MODEL,EVALUATE
1516,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1215903.ipynb,1215903,26,"['from sklearn.metrics import roc_curve\n', 'oversample_pipe_rf.fit(X_train, y_train)\n', 'props_oversample = oversample_pipe_rf.predict_proba(X_test)[:, 1]\n', 'fpr_over, tpr_over, _ = roc_curve(y_test, props_oversample)\n', '\n', 'undersample_pipe_rf.fit(X_train, y_train)\n', 'props_undersample = undersample_pipe_rf.predict_proba(X_test)[:, 1]\n', 'fpr_under, tpr_under, _ = roc_curve(y_test, props_undersample)\n', '\n', 'rf = RandomForestClassifier(n_estimators=100).fit(X_train, y_train)\n', 'props_original = rf.predict_proba(X_test)[:, 1]\n', 'fpr_org, tpr_org, _ = roc_curve(y_test, props_original)\n', '\n', 'plt.plot(fpr_org, tpr_org, label=""original"")\n', 'plt.plot(fpr_over, tpr_over, label=""oversample"")\n', 'plt.plot(fpr_under, tpr_under, label=""undersample"")\n', 'plt.legend()\n', 'plt.xlabel(""FPR"")\n', 'plt.ylabel(""TPR"")\n', 'plt.title(""RF comparison"")']",MODEL,EVALUATE
1517,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1215903.ipynb,1215903,28,"['from sklearn.linear_model import LogisticRegression\n', ""scores = cross_val_score(LogisticRegression(class_weight='balanced'),\n"", ""                         X_train, y_train, cv=10, scoring='roc_auc')\n"", 'print(scores.mean())']",MODEL,EVALUATE
1518,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1215903.ipynb,1215903,29,"['from sklearn.ensemble import RandomForestClassifier\n', ""scores = cross_val_score(RandomForestClassifier(n_estimators=100, class_weight='balanced'),\n"", ""                         X_train, y_train, cv=10, scoring='roc_auc')\n"", 'print(np.mean(scores))']",MODEL,EVALUATE
1520,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1215903.ipynb,1215903,32,"[""scores = cross_val_score(resampled_rf, X_train, y_train, cv=10, scoring='roc_auc')\n"", 'print(np.mean(scores))']",MODEL,EVALUATE
1522,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1215903.ipynb,1215903,34,"[""resampled_tree_test = make_resampled_ensemble(DecisionTreeClassifier(max_features='auto'))\n"", '\n', ""scores = cross_val_score(resampled_tree_test, X_train, y_train, cv=10, scoring='roc_auc')\n"", 'print(np.mean(scores))']",MODEL,EVALUATE
1523,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1215903.ipynb,1215903,35,"['resampled_lr = make_resampled_ensemble(LogisticRegression())\n', '\n', ""scores = cross_val_score(resampled_lr, X_train, y_train, cv=10, scoring='roc_auc')\n"", 'print(np.mean(scores))']",MODEL,EVALUATE
1526,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1215903.ipynb,1215903,39,"['enn_pipe = make_imb_pipeline(EditedNearestNeighbours(n_neighbors=5),\n', '                             LogisticRegression())\n', ""scores = cross_val_score(enn_pipe, X_train, y_train, cv=10, scoring='roc_auc')\n"", 'print(np.mean(scores))']",MODEL,EVALUATE
1527,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1215903.ipynb,1215903,40,"['enn_pipe_rf = make_imb_pipeline(EditedNearestNeighbours(n_neighbors=5),\n', '                                RandomForestClassifier(n_estimators=100))\n', ""scores = cross_val_score(enn_pipe_rf, X_train, y_train, cv=10, scoring='roc_auc')\n"", 'print(np.mean(scores))']",MODEL,EVALUATE
1536,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1215903.ipynb,1215903,50,['idx_resampled'],EXPLORE,EVALUATE
1538,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1215903.ipynb,1215903,52,"['tl = TomekLinks(return_indices=True)\n', 'X_resampled, y_resampled, idx_resampled = tl.fit_sample(X_syn, y_syn)\n', '\n', 'np.bincount(y_resampled)']",WRANGLE,MODEL
1544,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1215903.ipynb,1215903,58,"['cnn_pipe = make_imb_pipeline(CondensedNearestNeighbour(), LogisticRegression())\n', ""scores = cross_val_score(cnn_pipe, X_train, y_train, cv=10, scoring='roc_auc')\n"", 'print(np.mean(scores))']",MODEL,EVALUATE
1545,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1215903.ipynb,1215903,59,"['cnn_pipe = make_imb_pipeline(CondensedNearestNeighbour(),\n', '                               RandomForestClassifier(n_estimators=100))\n', ""scores = cross_val_score(cnn_pipe, X_train, y_train, cv=10, scoring='roc_auc')\n"", 'print(np.mean(scores))']",MODEL,EVALUATE
1550,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1215903.ipynb,1215903,66,"['smote_pipe = make_imb_pipeline(SMOTE(), LogisticRegression())\n', ""scores = cross_val_score(smote_pipe, X_train, y_train, cv=10, scoring='roc_auc')\n"", 'print(np.mean(scores))']",MODEL,EVALUATE
1551,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1215903.ipynb,1215903,67,"['smote_pipe_rf = make_imb_pipeline(SMOTE(), RandomForestClassifier(n_estimators=100))\n', ""scores = cross_val_score(smote_pipe_rf, X_train, y_train, cv=10, scoring='roc_auc')\n"", 'print(np.mean(scores))']",MODEL,EVALUATE
1557,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1215903.ipynb,1215903,73,"['from imblearn.combine import SMOTEENN, SMOTETomek\n', 'smoteenn_pipe_rf = make_imb_pipeline(SMOTEENN(smote=SMOTE(k_neighbors=11)), RandomForestClassifier(n_estimators=100))\n', ""scores = cross_val_score(smoteenn_pipe_rf, X_train, y_train, cv=10, scoring='roc_auc')\n"", 'print(np.mean(scores))']",MODEL,EVALUATE
1559,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1215903.ipynb,1215903,75,['np.bincount(y_train_smote11)'],EXPLORE,EVALUATE
1560,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1215903.ipynb,1215903,76,['np.bincount(y_train_smoteenn)'],EXPLORE,EVALUATE
678,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1215918.ipynb,1215918,1,"['from imp import reload\n', 'import pydss\n', 'import time\n', 'pydss = reload(pydss)\n', '\n', 't_0 = time.time()\n', ""sys1 = pydss.pydss('cigre_lv_isolated.json')\n"", 'sys1.pf_eval()\n', ""print('time: {:2.3f}'.format(time.time() - t_0))\n"", 's_0 = sys1.pq_3pn']",MODEL,WRANGLE
679,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1215918.ipynb,1215918,2,"['sys1.pq_3pn = s_0\n', 'sys1.pf_eval()\n', 'sys1.get_v()\n', 'sys1.get_i()']",EVALUATE,WRANGLE
683,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1215918.ipynb,1215918,7,"[""sys1 = pydss.pydss('cigre_lv_isolated.json')\n"", 't0 = time.time()\n', 'sys1.N_steps = 5000\n', 'sys1.pf_eval()\n', 'sys1.run_eval()\n', ""print('time: {:f}'.format(time.time()-t0))""]",MODEL,EVALUATE
684,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1215918.ipynb,1215918,8,"['fig = figure(width=600, height=300)\n', ""T = sys1.params_run[0]['T']\n"", ""I = sys1.params_run[0]['out_cplx_i']\n"", 'N = sys1.params_run[0].N_outs\n', '#X = sys1.system.X\n', 'decim = 1\n', 'for it in range(8):\n', ""    colors = ['red','green','blue','black']\n"", '    fig.line(T[0:N:decim,0],np.abs(I[0:N,it]), color=colors[it%4], line_width=1)\n', 'show(fig)']",EVALUATE,EXPLORE
685,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1215918.ipynb,1215918,9,"['fig = figure(width=600, height=300)\n', ""T = sys1.params_run[0]['T']\n"", ""T_j_igbt = sys1.params_run[0]['T_j_igbt_abcn']+25\n"", ""T_sink_1 = sys1.params_run[0]['T_sink']+25\n"", ""T_sink_2 = sys1.params_run[0]['T_sink']+25\n"", 'N = sys1.params_run[0].N_outs\n', '#X = sys1.system.X\n', 'decim = 1\n', ""colors = ['red','green','blue','black']\n"", 'for it in range(3):    \n', ""    fig.line(T[0:N:decim,0],T_j_igbt[0:N,it+0].real, color='red', line_width=1)\n"", 'for it in range(3):    \n', ""    fig.line(T[0:N:decim,0],T_j_igbt[0:N,it+4].real, color='green', line_width=1)\n"", '    \n', ""fig.line(T[0:N:decim,0],T_sink_1[0:N,0].real, color='red', line_width=1)\n"", ""fig.line(T[0:N:decim,0],T_sink_2[0:N,0].real, color='green', line_width=1)\n"", 'show(fig)']",EVALUATE,EXPLORE
686,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1215918.ipynb,1215918,10,"['fig = figure(width=600, height=300)\n', ""T = sys1.params_run[0]['T']\n"", ""V = sys1.params_run[0]['out_cplx_v']\n"", 'N = sys1.params_run[0].N_outs\n', '#X = sys1.system.X\n', 'decim = 1\n', 'for it in range(8):\n', ""    colors = ['red','green','blue','black']\n"", '    fig.line(T[0:N:decim,0],np.abs(V[0:N:decim,it]), color=colors[it%4], line_width=1)\n', 'show(fig)']",EVALUATE,EXPLORE
687,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1215918.ipynb,1215918,11,"['fig = figure(width=600, height=300)\n', ""T = sys1.params_run[0]['T']\n"", ""V = sys1.params_run[0]['out_cplx_v']\n"", 'N = sys1.params_run[0].N_outs\n', '#X = sys1.system.X\n', 'decim = 1\n', 'for it in range(8):\n', ""    colors = ['red','green','blue','black']\n"", '    fig.line(T[0:N:decim,0],np.angle(V[0:N:decim,it]), color=colors[it%4], line_width=1)\n', 'show(fig)']",EVALUATE,EXPLORE
688,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1215918.ipynb,1215918,12,"['fig = figure(width=600, height=300)\n', 'decim = 1\n', 'for it in range(72):\n', ""    colors = ['red','green','blue','black']\n"", '    \n', '    fig.line(T[0:N:decim,0],np.abs(V[0:N:decim,it]), color=colors[it%4], line_width=1)\n', ""fig.line(T[[0,N],0],[231*1.1,231*1.1],  line_width=3, color='red')\n"", ""fig.line(T[[0,N],0],[231*1.05,231*1.05],  line_width=2, color='red')\n"", ""fig.line(T[[0,N],0],[231*0.95,231*0.95],  line_width=2, color='blue')\n"", ""fig.line(T[[0,N],0],[231*0.9,231*0.9],  line_width=3, color='blue')\n"", ""fig.line(T[[0,N],0],[231,231],  line_width=2, color='green')\n"", 'show(fig)']",EVALUATE,EXPLORE
690,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1215918.ipynb,1215918,14,"['figp = figure(width=600, height=300)\n', 'for it in range(6):\n', ""    colors = ['red','green','blue','black']\n"", '    P=sys1.system.out_cplx[it+72,:].real/1000\n', '    figp.line(T[:,0],P, color=colors[it%3], line_width=1)\n', 'show(figp)']",EVALUATE,EXPLORE
691,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1215918.ipynb,1215918,16,"['fig = figure(width=600, height=300)\n', 'fig.line(T[:,0],sys1.system.out[24,:], line_width=1)\n', 'show(fig)']",EVALUATE,EXPLORE
692,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1215918.ipynb,1215918,17,"['import numpy as np\n', 'from bokeh.io import output_notebook, show\n', 'from bokeh.models import ColumnDataSource\n', 'from bokeh.io import push_notebook\n', 'from bokeh.layouts import gridplot\n', 'from bokeh.plotting import figure\n', 'from bokeh.charts import Bar \n', 'import pandas as pd\n', 'output_notebook()\n', '\n', 'sys1.pq_3pn = s_0\n', 'sys1.pf_eval()\n', 'sys1.get_v()\n', 'sys1.get_i()\n', '\n', 'plt_voltages = figure(width=600, height=300,x_range = [50,-300], y_range = [180,250])\n', 'source = ColumnDataSource(sys1.bus_data)\n', 'cr = plt_voltages.circle(source=source, x=\'y\', y=\'v_an\', size=15, color=""red"", alpha=0.5)\n', 'plt_voltages.circle(source=source, x=\'y\', y=\'v_bn\', size=15, color=""green"", alpha=0.5)\n', 'plt_voltages.circle(source=source, x=\'y\', y=\'v_cn\', size=15, color=""blue"", alpha=0.5)\n', ""plt_voltages.line([-300, 50],[231*1.05,231*1.05], color='red', line_width=5)\n"", ""plt_voltages.line([-300, 50],[231*0.90,231*0.90], color='blue', line_width=5)\n"", '#plt_voltages.add_tools(HoverTool(renderers=[cr], tooltips=sys1.bus_tooltip))\n', '\n', 's = sys1.V_known * np.conj(sys1.I_unknown)\n', 'p = s.real/1000\n', '\n', ""d = {'bus':['N1']*4+['N2']*4,'node':['a','b','c','n']*2,'p':list(p[:,0]), 'pos':range(8)}\n"", '#source_powers = pd.DataFrame(d)\n', 'source_powers = ColumnDataSource(d)\n', '\n', '\n', ""#plt_powers = Bar(source_powers, values='p',label='bus',  group='node', \n"", '#        title=""Avg MPG by ORIGIN, stacked by CYL"") #  legend=\'top_left\'\n', ""plt_powers = figure(width=600, height=300, y_range = [-100,150], y_axis_label='Powers', x_axis_label='Pos (m)')\n"", 'plt_powers.circle(source=source_powers, x=\'pos\', y=\'p\', size=15, color=""green"", alpha=0.5)\n', '\n', 'def update(load_factor=1.0):\n', '\n', '    sys1.pq_3pn = load_factor*s_0\n', '\n', '    sys1.pf_eval()\n', '    sys1.get_v()\n', '    sys1.get_i()\n', '    sys1.bokeh_tools()\n', '    s = sys1.system.V_known * np.conj(sys1.system.I_unknown)\n', '    p = s.real/1000\n', '\n', '    source.data = sys1.bus_data\n', ""    source_powers.data= {'bus':['N1']*4+['N2']*4,'node':['a','b','c','n']*2,'p':list(p[:,0]), 'pos':range(8)}\n"", '\n', '    push_notebook()\n', '\n', 'p_grid = gridplot([[plt_voltages], [plt_powers]])\n', 'show(p_grid,notebook_handle=True)\n', '\n', '\n', '#show(p, notebook_handle=True)\n']",MODEL,EXPLORE
693,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1215918.ipynb,1215918,18,"['from ipywidgets import interact\n', 'interact(update, load_factor=(-1,1.2, 0.01))']",EVALUATE,EXPLORE
1483,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1218288.ipynb,1218288,4,"['# combine data into one DataFrame\n', ""data = pd.DataFrame({'VIX':vol.VIX,'VXV':vol.VXV,'VXX':vxx}).dropna()\n"", 'data.plot(logy=True) #使用对数坐标']",EXPLORE,WRANGLE
1484,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1218288.ipynb,1218288,5,"['# now we will create dataset X containing independant variables and dataset Y with next-day returns of VXX\n', '\n', 'k = 5 # lookback for rolling sum of the VXX returns\n', 'R = data.VXX.pct_change() # daily returns of VXX\n', '\n', ""X = pd.DataFrame({'a':data.VIX-data.VXV,'b':pd.rolling_sum(R,k)}) # independent variables dataset,with columns 'a' and 'b'\n"", 'Y= R.shift(-1) # next-day return\n', '\n', '# X and Y at this moment contain some rows with nan values. \n', '# These will cause problems later on as knn does not handle these well.\n', '# it is a good idea to clean up the missing values, this can be done on one line.\n', 'uniqueIdx = pd.concat((X,Y), axis=1).dropna().index # concatenate X and Y to a joint dataset, drop nans and get index\n', '\n', ""# reindex X and Y to rows that don't contain nans (removes some rows)\n"", 'X = X.reindex(uniqueIdx)\n', 'Y = Y.reindex(uniqueIdx)\n', '\n', ""X.plot(kind='scatter',x='a',y='b') # plot the data""]",EXPLORE,WRANGLE
1490,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1218288.ipynb,1218288,15,"['# calculate Sharpe ratios for different strategies and buy-and-hold\n', 'print(twp.sharpe(PNL.ix[-split:,:]))\n', 'print(twp.sharpe(-Y[-split:]))']",EXPLORE,EVALUATE
1201,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1221697.ipynb,1221697,4,"['""""""\n', '    encordData,decordData\n', '    firstNum:\n', '    goalNum:\n', '    commonLabel:共通名前\n', '""""""\n', 'def MakeGlaph(encordData,decordData,firstNum,goalNum,commonLabel):\n', '    eRow, eCol=encordData.shape\n', '    dRow, dCol=decordData.shape\n', '    \n', '    if eRow!=dRow | eCol!=dCol:\n', '        return -1\n', '    start = firstNum\n', '    goal=goalNum\n', ""    print str(start)+' is start '+str(goal)+' is goal'\n"", '    dataE = encordData.reshape(eRow*eCol,1)[start:goal]\n', '    dataD = decordData.reshape(dRow*dCol,1)[start:goal]\n', '    plt.clf() \n', '    plt.figure(figsize=(100,50))\n', '    plt.plot(range(0,len(dataE)),dataE,\'--r\',label=""raw data"")\n', '    plt.plot(range(0,len(dataD)),dataD,\'b\',label=""reconstruct"")\n', ""    plt.legend(loc='best')\n"", '    plt.title(str(start)+""-""+str(goal))\n', '    plt.savefig(commonLabel+\'-\'+str(start)+""-""+str(goal)+\'-\'+\'glaph\')\n', '    plt.clf()\n', '    plt.cla()\n', ""    plt.close('all')\n"", '    return 1']",WRANGLE,EXPLORE
1203,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1221697.ipynb,1221697,8,"['# define SaveFileName\n', '# 8, 4, 12, 16, 32, 64\n', '# 32 floats -> compression of factor 24.5, assuming the input is 784 floats\n', 'def kld(p, q):\n', '    """"""Calculates Kullback–Leibler divergence""""""\n', '    p = np.array(p)\n', '    q = np.array(q)\n', '    return np.sum(p * np.log(p / q), axis=(p.ndim - 1))\n', ' \n', 'def jsd(p, q):\n', '    """"""Calculates Jensen-Shannon Divergence""""""\n', '    p = np.array(p)\n', '    q = np.array(q)\n', '    m = 0.5 * (p + q)\n', '    return 0.5 * kld(p, m) + 0.5 * kld(q, m)\n', '\n', 'AllEncoding_dim = [4, 8, 12, 16, 32, 64]  \n', ""window = processing.LoadDicDataFromFileNPZ(WindowDataPath+SensorName+'_'+Axis+'_train_edim=8.npz')\n"", 'rows,colms=window.shape\n', 'window = window.reshape(rows,colms/3,3)\n', 'fig = plt.figure(figsize=(30,15))\n', 'ax = fig.add_subplot(111)\n', '\n', 'AllWindow = [window[:,:,0],window[:,:,1],window[:,:,2]]\n', ""WindowName=['AccX','AccY','AccZ']\n"", '\n', 'for rawData,name in zip(AllWindow,WindowName):\n', '    for encoding_dim in AllEncoding_dim:\n', ""        SaveFileNameGraph=GlaphDataPath+ DataName+'_edim='+str(encoding_dim)+'-'+name\n"", '\n', ""        PowerDataE=processing.LoadDicDataFromFileNPZ(StudyDataPath+DataName+'_edim='+str(encoding_dim)+'-'+name+'-power-raw.npz')\n"", ""        PowerDataD=processing.LoadDicDataFromFileNPZ(StudyDataPath+DataName+'_edim='+str(encoding_dim)+'-'+name+'-power-restruct.npz')\n"", '        \n', '        # to distribution\n', '        DistributePowerDataE = np.array([])\n', '        DistributePowerDataD = np.array([])\n', '\n', '        for i in range( PowerDataE.shape[0] ):\n', '            DistributePowerDataE = np.append(DistributePowerDataE,PowerDataE[i]/( np.sum(PowerDataE[i]) ))\n', '        DistributePowerDataE = DistributePowerDataE.reshape(PowerDataE.shape)\n', '\n', '        for i in range( PowerDataD.shape[0] ):\n', '            DistributePowerDataD = np.append(DistributePowerDataD,PowerDataD[i]/( np.sum(PowerDataD[i]) ))\n', '        DistributePowerDataD = DistributePowerDataD.reshape(PowerDataD.shape)\n', '\n', ""        processing.SaveDicDataFromFileNPZ(StudyDataPath, DataName+'_edim='+str(encoding_dim)+'-'+name+'-power-distribution-raw',DistributePowerDataE)\n"", ""        processing.SaveDicDataFromFileNPZ(StudyDataPath, DataName+'_edim='+str(encoding_dim)+'-'+name+'-power-distribution-reconst',DistributePowerDataD)\n"", '        \n', '        ArrayKLD = np.array([])\n', '\n', '        # Kullback-leibler-divergence plot\n', '        for i in range(DistributePowerDataE.shape[0]):\n', '            ArrayKLD = np.append(ArrayKLD, kld(DistributePowerDataE[i],DistributePowerDataD[i]))\n', '\n', '        for i in range(width,DistributePowerDataE.shape[0],width):\n', '            start =i-width\n', '            goal=i\n', '\n', '            data = ArrayKLD[start:goal]\n', '\n', '            #dataE,dataDをPower\n', '            ax.plot(range(0,len(data)),data,\'g\',label=""kld data"")\n', ""            ax.legend(loc='best')\n"", '            ax.set_title(str(start)+""-""+str(goal))\n', '            ax.figure.savefig(SaveFileNameGraph+\'-\'+str(start)+""-""+str(goal)+\'-\'+\'-glaph\')\n', '            ax.clear()\n', ""            print 'Graph range='+str(start)+' : '+str(goal)\n"", '            time.sleep(3)']",EXPLORE,WRANGLE
1590,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1222945.ipynb,1222945,2,"['import pandas as pd\n', 'import os\n', '\n', ""data = pd.read_csv(os.path.join('..', '..', 'assets', 'dataset', 'ozone.csv'))""]",WRANGLE,IMPORT
1593,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1222945.ipynb,1222945,7,"['a = data.loc[0:1]\n', 'print a\n', 'print (""It looks like someone recording the stats for the day"")']",WRANGLE,EXPLORE
779,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1223629.ipynb,1223629,7,"['def sigmoid(z):  \n', '    return 1 / (1 + np.exp(-z))']",WRANGLE,MODEL
786,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1223629.ipynb,1223629,19,"['def predict(theta, X):  \n', '    probability = sigmoid(X * theta.T)\n', '    return [1 if x >= 0.5 else 0 for x in probability]\n', '\n', 'theta_min = np.matrix(result[0])  \n', 'predictions = predict(theta_min, X)  \n', 'correct = [1 if ((a == 1 and b == 1) or (a == 0 and b == 0)) else 0 for (a, b) in zip(predictions, y)]  \n', 'accuracy = (sum(map(int, correct)) % len(correct))  \n', ""print 'accuracy = {0}%'.format(accuracy)  ""]",MODEL,EVALUATE
791,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1223629.ipynb,1223629,29,"['def gradientReg(theta, X, y, learningRate):  \n', '    theta = np.matrix(theta)\n', '    X = np.matrix(X)\n', '    y = np.matrix(y)\n', '\n', '    parameters = int(theta.ravel().shape[1])\n', '    grad = np.zeros(parameters)\n', '\n', '    error = sigmoid(X * theta.T) - y\n', '\n', '    for i in range(parameters):\n', '        term = np.multiply(error, X[:,i])\n', '\n', '        if (i == 0):\n', '            grad[i] = np.sum(term) / len(X)\n', '        else:\n', '            grad[i] = (np.sum(term) / len(X)) + ((learningRate / len(X)) * theta[:,i])\n', '\n', '    return grad']",WRANGLE,MODEL
792,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1223629.ipynb,1223629,30,"['# set X & y\n', 'cols = data2.shape[1]  \n', 'X2 = data2.iloc[:,1:cols]  \n', 'y2 = data2.iloc[:,0:1]\n', '\n', '# convert to numpy arrays and initalize the parameter array theta\n', 'X2 = np.array(X2.values)  \n', 'y2 = np.array(y2.values)  \n', 'theta2 = np.zeros(11)\n', '\n', 'learningRate = 1\n', '\n', 'costReg(theta2, X2, y2, learningRate)  ']",WRANGLE,MODEL
1698,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1227519.ipynb,1227519,4,"['vectorizer = CountVectorizer()\n', 'vectorizer.fit(train_data)\n', 'pickle.dump(vectorizer,open(""train_vectorizer.pickle"",""wb""))\n', 'train_mat = vectorizer.transform(train_data)\n', 'test_mat = vectorizer.transform(test_data)\n', 'print train_mat.shape\n', 'print test_mat.shape']",WRANGLE,MODEL
1699,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1227519.ipynb,1227519,6,"['tfidf = TfidfTransformer()\n', 'tfidf.fit(train_mat)\n', 'pickle.dump(tfidf,open(""train_tfidftransformer.pickle"",""wb""))\n', 'train_tfmat = tfidf.transform(train_mat)\n', 'print train_tfmat.shape\n', 'test_tfmat = tfidf.transform(test_mat)\n', 'print test_tfmat.shape']",WRANGLE,MODEL
556,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1228071.ipynb,1228071,10,"['active_titles = rating_by_title.index[rating_by_title >=250 ]\n', 'active_titles']",WRANGLE,EXPLORE
557,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1228071.ipynb,1228071,11,"['mean_ratings = mean_ratings.ix[active_titles]\n', 'mean_ratings']",WRANGLE,EXPLORE
1355,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1234234.ipynb,1234234,4,"['#Build connection with mysql.\n', 'sql_ip = ""127.0.0.1""\n', 'port = 3306\n', 'user = ""root""\n', 'passwd = ""hanjingfei007""\n', 'db = ""aminer_gai""\n', '\n', ""conn = MySQLdb.connect(host=sql_ip, user=user, port=port, passwd=passwd, db=db, charset='utf8')\n""]",IMPORT,WRANGLE
37,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1236355.ipynb,1236355,11,"['# what happens if the movie name is not recognized?\n', ""r = requests.get('http://www.omdbapi.com/?t=thebestmovieevermade&r=json&type=movie')\n"", 'print r.status_code\n', 'r.json()']",WRANGLE,EXPLORE
